"filename", "language", "SQL", "Python", "Properties", "Batch", "PowerShell", "C++", "XML", "JavaScript", "Markdown", "CSS", "C", "HTML", "Ini", "comment", "blank", "total"
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\routing.py", "Python", 0, 1167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 930, 245, 2342
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\sansio\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\sansio\multipart.py", "Python", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 44, 261
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\sansio\request.py", "Python", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 57, 549
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\sansio\response.py", "Python", 0, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 78, 705
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\sansio\utils.py", "Python", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 28, 143
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\security.py", "Python", 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 40, 248
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\serving.py", "Python", 0, 727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 163, 1082
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\test.py", "Python", 0, 812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 341, 174, 1327
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\testapp.py", "Python", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 23, 241
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\urls.py", "Python", 0, 657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 401, 154, 1212
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\user_agent.py", "Python", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 48
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\useragents.py", "Python", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 216
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\utils.py", "Python", 0, 558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 409, 133, 1100
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\__init__.py", "Python", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\accept.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\auth.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\base_request.py", "Python", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\base_response.py", "Python", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\common_descriptors.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\cors.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\etag.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\json.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\request.py", "Python", 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 67, 661
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\response.py", "Python", 0, 408, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 394, 89, 891
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wrappers\user_agent.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Lib\site-packages\werkzeug\wsgi.py", "Python", 0, 486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 385, 112, 983
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Scripts\Activate.ps1", "PowerShell", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 269, 34, 407
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Scripts\activate.bat", "Batch", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 34
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\Scripts\deactivate.bat", "Batch", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"c:\Users\Tony\Desktop\interimproject\project\environments\my_env\pyvenv.cfg", "Properties", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Tony\Desktop\interimproject\project\file.py", "Python", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
"c:\Users\Tony\Desktop\interimproject\project\filedata.py", "Python", 0, 349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 45, 411
"c:\Users\Tony\Desktop\interimproject\project\main.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 47
"c:\Users\Tony\Desktop\interimproject\project\models.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\Tony\Desktop\interimproject\project\setup.py", "Python", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\Tony\Desktop\interimproject\project\static\style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"c:\Users\Tony\Desktop\interimproject\project\templates\base.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 1, 4, 68
"c:\Users\Tony\Desktop\interimproject\project\templates\createproject.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 11, 52
"c:\Users\Tony\Desktop\interimproject\project\templates\filedata.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 748, 0, 1, 53, 802
"c:\Users\Tony\Desktop\interimproject\project\templates\grid-3x3.svg", "XML", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Tony\Desktop\interimproject\project\templates\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\Tony\Desktop\interimproject\project\templates\login.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 2, 36
"c:\Users\Tony\Desktop\interimproject\project\templates\modelinfo.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"c:\Users\Tony\Desktop\interimproject\project\templates\profile.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 1, 30
"c:\Users\Tony\Desktop\interimproject\project\templates\project.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 14, 56
"c:\Users\Tony\Desktop\interimproject\project\templates\projectinfo.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 5, 41
"c:\Users\Tony\Desktop\interimproject\project\templates\signup.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 5, 38
"c:\Users\Tony\Desktop\interimproject\project\templates\train.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"c:\Users\Tony\Desktop\interimproject\project\templates\upload.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 2, 28
"c:\Users\Tony\Desktop\interimproject\project\train.py", "Python", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 20, 168
"c:\Users\Tony\Desktop\interimproject\project\userproject.py", "Python", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 93
"Total", "-", 213, 239804, 75, 41, 104, 1073, 17, 304, 4, 156, 1735, 1090, 38, 121715, 55333, 421702
